data;tipo;origem;destino;codigo;cod_cor;cor;tamanho;quant;valor;nota;romaneio
2026-09-02;entrada;ELENA ES;EGREY JDS;334017;1297;1297 - BORDÔ;38;5;3595.0;3586;571502
2026-09-02;entrada;ELENA ES;EGREY JDS;334017;1297;1297 - BORDÔ;40;3;2157.0;3586;571502
2026-09-02;entrada;ELENA ES;EGREY JDS;334017;1297;1297 - BORDÔ;42;2;1438.0;3586;571502
2026-09-02;entrada;ELENA ES;EGREY JDS;334017;1297;1297 - BORDÔ;44;1;719.0;3586;571502
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;0003;0003 - MARINHO;36;2;1438.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;0003;0003 - MARINHO;38;3;2157.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;0003;0003 - MARINHO;40;3;2157.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;0003;0003 - MARINHO;42;2;1438.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;1297;1297 - BORDÔ;34;1;719.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;1297;1297 - BORDÔ;36;1;719.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;1297;1297 - BORDÔ;38;5;3595.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;1297;1297 - BORDÔ;40;3;2157.0;3587;571625
2026-09-02;entrada;ELENA ES;IGUATEMI;334017;1297;1297 - BORDÔ;42;2;1438.0;3587;571625
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0003;0003 - MARINHO;34;1;1839.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0003;0003 - MARINHO;36;1;1839.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0003;0003 - MARINHO;38;2;3678.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0003;0003 - MARINHO;40;1;1839.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0003;0003 - MARINHO;42;1;1839.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0036;0036 - OFF-WHITE;34;1;1839.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0036;0036 - OFF-WHITE;36;2;3678.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0036;0036 - OFF-WHITE;38;4;7356.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0036;0036 - OFF-WHITE;40;2;3678.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334037;0036;0036 - OFF-WHITE;42;1;1839.0;3588;571628
2026-09-02;entrada;ELENA ES;EGREY JDS;334127;1530;1530 - BEGE;34;1;1839.0;3589;571642
2026-09-02;entrada;ELENA ES;EGREY JDS;334127;1530;1530 - BEGE;36;1;1839.0;3589;571642
2026-09-02;entrada;ELENA ES;EGREY JDS;334127;1530;1530 - BEGE;38;2;3678.0;3589;571642
2026-09-02;entrada;ELENA ES;EGREY JDS;334127;1530;1530 - BEGE;40;1;1839.0;3589;571642
2026-09-02;entrada;ELENA ES;EGREY JDS;334127;1530;1530 - BEGE;42;1;1839.0;3589;571642
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0003;0003 - MARINHO;36;1;1839.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0003;0003 - MARINHO;38;1;1839.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0003;0003 - MARINHO;40;1;1839.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0036;0036 - OFF-WHITE;34;1;1839.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0036;0036 - OFF-WHITE;36;2;3678.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0036;0036 - OFF-WHITE;38;4;7356.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0036;0036 - OFF-WHITE;40;2;3678.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334037;0036;0036 - OFF-WHITE;42;1;1839.0;3590;571643
2026-09-02;entrada;ELENA ES;IGUATEMI;334127;1530;1530 - BEGE;36;1;1839.0;3591;571644
2026-09-02;entrada;ELENA ES;IGUATEMI;334127;1530;1530 - BEGE;38;2;3678.0;3591;571644
2026-09-02;entrada;ELENA ES;IGUATEMI;334127;1530;1530 - BEGE;40;1;1839.0;3591;571644
2026-09-02;entrada;ELENA ES;EGREY JDS;334016;0308;0308 - VERMELHO;34;1;1519.0;3592;571645
2026-09-02;entrada;ELENA ES;EGREY JDS;334016;0308;0308 - VERMELHO;36;1;1519.0;3592;571645
2026-09-02;entrada;ELENA ES;EGREY JDS;334016;0308;0308 - VERMELHO;38;4;6076.0;3592;571645
2026-09-02;entrada;ELENA ES;EGREY JDS;334016;0308;0308 - VERMELHO;40;1;1519.0;3592;571645
2026-09-02;entrada;ELENA ES;EGREY JDS;334016;0308;0308 - VERMELHO;42;1;1519.0;3592;571645
2026-09-02;entrada;ELENA ES;IGUATEMI;334016;0308;0308 - VERMELHO;36;1;1519.0;3593;571647
2026-09-02;entrada;ELENA ES;IGUATEMI;334016;0308;0308 - VERMELHO;38;4;6076.0;3593;571647
2026-09-02;entrada;ELENA ES;IGUATEMI;334016;0308;0308 - VERMELHO;40;1;1519.0;3593;571647
2026-09-02;entrada;ELENA ES;EGREY JDS;334128;1530;1530 - BEGE;34;2;3838.0;3594;571648
2026-09-02;entrada;ELENA ES;EGREY JDS;334128;1530;1530 - BEGE;36;3;5757.0;3594;571648
2026-09-02;entrada;ELENA ES;EGREY JDS;334038;0003;0003 - MARINHO;34;1;1919.0;3595;571656
2026-09-02;entrada;ELENA ES;EGREY JDS;334038;0003;0003 - MARINHO;36;2;3838.0;3595;571656
2026-09-02;entrada;ELENA ES;EGREY JDS;334038;0003;0003 - MARINHO;38;4;7676.0;3595;571656
2026-09-02;entrada;ELENA ES;EGREY JDS;334038;0036;0036 - OFF-WHITE;34;1;1919.0;3595;571656
2026-09-02;entrada;ELENA ES;EGREY JDS;334038;0036;0036 - OFF-WHITE;36;2;3838.0;3595;571656
2026-09-02;entrada;ELENA ES;EGREY JDS;334038;0036;0036 - OFF-WHITE;38;3;5757.0;3595;571656
2026-09-02;entrada;ELENA ES;IGUATEMI;334038;0003;0003 - MARINHO;34;1;1919.0;3596;571659
2026-09-02;entrada;ELENA ES;IGUATEMI;334038;0003;0003 - MARINHO;36;2;3838.0;3596;571659
2026-09-02;entrada;ELENA ES;IGUATEMI;334038;0003;0003 - MARINHO;38;3;5757.0;3596;571659
2026-09-02;entrada;ELENA ES;IGUATEMI;334038;0036;0036 - OFF-WHITE;36;2;3838.0;3596;571659
2026-09-02;entrada;ELENA ES;IGUATEMI;334038;0036;0036 - OFF-WHITE;38;3;5757.0;3596;571659
2026-09-02;entrada;ELENA ES;IGUATEMI;334128;1530;1530 - BEGE;34;1;1919.0;3597;571661
2026-09-02;entrada;ELENA ES;IGUATEMI;334128;1530;1530 - BEGE;36;2;3838.0;3597;571661
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0036;0036 - OFF-WHITE;34;1;1599.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0036;0036 - OFF-WHITE;36;2;3198.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0036;0036 - OFF-WHITE;38;1;1599.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0036;0036 - OFF-WHITE;40;1;1599.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0036;0036 - OFF-WHITE;42;1;1599.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0308;0308 - VERMELHO;34;2;3198.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0308;0308 - VERMELHO;36;3;4797.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0308;0308 - VERMELHO;38;2;3198.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0308;0308 - VERMELHO;40;3;4797.0;3599;571711
2026-09-03;entrada;ELENA ES;EGREY JDS;334096;0308;0308 - VERMELHO;42;2;3198.0;3599;571711
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0036;0036 - OFF-WHITE;34;1;1599.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0036;0036 - OFF-WHITE;36;1;1599.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0036;0036 - OFF-WHITE;40;1;1599.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0036;0036 - OFF-WHITE;42;1;1599.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0308;0308 - VERMELHO;34;1;1599.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0308;0308 - VERMELHO;36;2;3198.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0308;0308 - VERMELHO;38;2;3198.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0308;0308 - VERMELHO;40;2;3198.0;3600;571712
2026-09-03;entrada;ELENA ES;IGUATEMI;334096;0308;0308 - VERMELHO;42;1;1599.0;3600;571712
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;34;1;1439.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;36;2;2878.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;38;2;2878.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;40;3;4317.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;42;1;1439.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0308;0308 - VERMELHO;34;1;1439.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0308;0308 - VERMELHO;36;2;2878.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0308;0308 - VERMELHO;38;4;5756.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0308;0308 - VERMELHO;40;3;4317.0;3601;571713
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0308;0308 - VERMELHO;42;2;2878.0;3601;571713
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0036;0036 - OFF-WHITE;34;1;1439.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0036;0036 - OFF-WHITE;36;1;1439.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0036;0036 - OFF-WHITE;38;2;2878.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0036;0036 - OFF-WHITE;40;3;4317.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0308;0308 - VERMELHO;34;1;1439.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0308;0308 - VERMELHO;36;2;2878.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0308;0308 - VERMELHO;38;4;5756.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0308;0308 - VERMELHO;40;3;4317.0;3602;571732
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0308;0308 - VERMELHO;42;2;2878.0;3602;571732
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;0003;0003 - MARINHO;34;1;879.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;0003;0003 - MARINHO;36;3;2637.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;0003;0003 - MARINHO;38;4;3516.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;0003;0003 - MARINHO;40;4;3516.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;1530;1530 - BEGE;34;1;879.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;1530;1530 - BEGE;36;4;3516.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;1530;1530 - BEGE;38;6;5274.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;1530;1530 - BEGE;40;5;4395.0;3603;571733
2026-09-03;entrada;ELENA ES;EGREY JDS;334044;1530;1530 - BEGE;42;1;879.0;3603;571733
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;0003;0003 - MARINHO;36;2;1758.0;3604;571741
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;0003;0003 - MARINHO;38;4;3516.0;3604;571741
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;0003;0003 - MARINHO;40;3;2637.0;3604;571741
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;1530;1530 - BEGE;36;3;2637.0;3604;571741
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;1530;1530 - BEGE;38;6;5274.0;3604;571741
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;1530;1530 - BEGE;40;4;3516.0;3604;571741
2026-09-03;entrada;ELENA ES;IGUATEMI;334044;1530;1530 - BEGE;42;1;879.0;3604;571741
2026-09-03;entrada;ELENA ES;EGREY JDS;334007;0036;0036 - OFF-WHITE;36;1;1359.0;3605;571742
2026-09-03;entrada;ELENA ES;EGREY JDS;239016;0002;0002 - PRETO;40;1;1439.0;3605;571742
2026-09-03;entrada;ELENA ES;EGREY JDS;239016;0002;0002 - PRETO;42;1;1439.0;3605;571742
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;36;1;1439.0;3609;571859
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;38;2;2878.0;3609;571859
2026-09-03;entrada;ELENA ES;EGREY JDS;334066;0036;0036 - OFF-WHITE;42;2;2878.0;3609;571859
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0036;0036 - OFF-WHITE;38;2;2878.0;3610;571941
2026-09-03;entrada;ELENA ES;IGUATEMI;334066;0036;0036 - OFF-WHITE;42;1;1439.0;3610;571941
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;0036;0036 - OFF-WHITE;36;1;879.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;0036;0036 - OFF-WHITE;38;2;1758.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;0036;0036 - OFF-WHITE;44;1;879.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;0036;0036 - OFF-WHITE;46;1;879.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;1337;1337 - INDIGO;38;3;2637.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;1337;1337 - INDIGO;40;4;3516.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;1337;1337 - INDIGO;42;3;2637.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;1337;1337 - INDIGO;44;1;879.0;3615;572038
2026-09-04;entrada;ELENA ES;EGREY JDS;239028;1337;1337 - INDIGO;46;1;879.0;3615;572038
2026-09-04;entrada;ELENA ES;IGUATEMI;239028;0036;0036 - OFF-WHITE;38;1;879.0;3616;572039
2026-09-04;entrada;ELENA ES;IGUATEMI;239028;1337;1337 - INDIGO;38;3;2637.0;3616;572039
2026-09-04;entrada;ELENA ES;IGUATEMI;239028;1337;1337 - INDIGO;40;4;3516.0;3616;572039
2026-09-04;entrada;ELENA ES;IGUATEMI;239028;1337;1337 - INDIGO;42;2;1758.0;3616;572039
2026-09-04;entrada;ELENA ES;IGUATEMI;239028;1337;1337 - INDIGO;44;1;879.0;3616;572039
2026-09-04;entrada;ELENA ES;EGREY JDS;239051;0308;0308 - VERMELHO;34;2;1758.0;3617;572110
2026-09-04;entrada;ELENA ES;EGREY JDS;239051;0308;0308 - VERMELHO;36;4;3516.0;3617;572110
2026-09-04;entrada;ELENA ES;EGREY JDS;239051;0308;0308 - VERMELHO;38;6;5274.0;3617;572110
2026-09-04;entrada;ELENA ES;EGREY JDS;239051;0308;0308 - VERMELHO;40;7;6153.0;3617;572110
2026-09-04;entrada;ELENA ES;EGREY JDS;239051;0308;0308 - VERMELHO;42;5;4395.0;3617;572110
2026-09-04;entrada;ELENA ES;EGREY JDS;239051;0308;0308 - VERMELHO;44;1;879.0;3617;572110
2026-09-04;entrada;ELENA ES;IGUATEMI;239051;0308;0308 - VERMELHO;34;1;879.0;3618;572111
2026-09-04;entrada;ELENA ES;IGUATEMI;239051;0308;0308 - VERMELHO;36;4;3516.0;3618;572111
2026-09-04;entrada;ELENA ES;IGUATEMI;239051;0308;0308 - VERMELHO;38;6;5274.0;3618;572111
2026-09-04;entrada;ELENA ES;IGUATEMI;239051;0308;0308 - VERMELHO;40;6;5274.0;3618;572111
2026-09-04;entrada;ELENA ES;IGUATEMI;239051;0308;0308 - VERMELHO;42;5;4395.0;3618;572111
2026-09-04;entrada;ELENA ES;IGUATEMI;239051;0308;0308 - VERMELHO;44;1;879.0;3618;572111
2026-09-04;entrada;ELENA ES;EGREY JDS;334128;1530;1530 - BEGE;38;6;11514.0;3619;572112
2026-09-04;entrada;ELENA ES;EGREY JDS;334128;1530;1530 - BEGE;40;4;7676.0;3619;572112
2026-09-04;entrada;ELENA ES;EGREY JDS;334128;1530;1530 - BEGE;42;3;5757.0;3619;572112
2026-09-04;entrada;ELENA ES;EGREY JDS;334128;1530;1530 - BEGE;44;1;1919.0;3619;572112
2026-09-04;entrada;ELENA ES;IGUATEMI;334128;1530;1530 - BEGE;38;5;9595.0;3620;572216
2026-09-04;entrada;ELENA ES;IGUATEMI;334128;1530;1530 - BEGE;40;4;7676.0;3620;572216
2026-09-04;entrada;ELENA ES;IGUATEMI;334128;1530;1530 - BEGE;42;2;3838.0;3620;572216
2026-09-04;entrada;ELENA ES;IGUATEMI;334128;1530;1530 - BEGE;44;1;1919.0;3620;572216
